course_id,course_name,course_skill,course_duration,course_url,course_description
COURSE026,Tools for Data Science,"SKILL051,SKILL018",17 hours,https://www.coursera.org/learn/open-source-tools-for-data-science?specialization=introduction-data-science,"What are some of the most popular data science tools, how do you use them, and what are their features? In this course, you'll learn about Jupyter Notebooks, JupyterLab, RStudio IDE, Git, GitHub, and Watson Studio. You will learn about what each tool is used for, what programming languages they can execute, their features and limitations. With the tools hosted in the cloud on Skills Network Labs, you will be able to test each tool and follow instructions to run simple code in Python, R or Scala. To end the course, you will create a final project with a Jupyter Notebook on IBM Watson Studio and demonstrate your proficiency preparing a notebook, writing Markdown, and sharing your work with your peers."
COURSE027,Data Science Methodology,"SKILL022,SKILL105",8 hours,https://www.coursera.org/learn/data-science-methodology?specialization=introduction-data-science,"Despite the recent increase in computing power and access to data over the last couple of decades, our ability to use the data within the decision making process is either lost or not maximized at all too often, we don't have a solid understanding of the questions being asked and how to apply the data correctly to the problem at hand."
COURSE028,Databases and SQL for Data Science with Python,"SKILL050,SKILL007,SKILL051,SKILL049,SKILL010",18 hours,https://www.coursera.org/learn/sql-data-science?specialization=introduction-data-science,Much of the world's data resides in databases. SQL (or Structured Query Language) is a powerful language which is used for communicating with and extracting data from databases. A working knowledge of databases and SQL is a must if you want to become a data scientist.
COURSE029,Tools for Data Science,"SKILL018,SKILL051",17 hours,https://www.coursera.org/learn/open-source-tools-for-data-science?specialization=data-science-fundamentals-python-sql,"What are some of the most popular data science tools, how do you use them, and what are their features? In this course, you'll learn about Jupyter Notebooks, JupyterLab, RStudio IDE, Git, GitHub, and Watson Studio. You will learn about what each tool is used for, what programming languages they can execute, their features and limitations. With the tools hosted in the cloud on Skills Network Labs, you will be able to test each tool and follow instructions to run simple code in Python, R or Scala. To end the course, you will create a final project with a Jupyter Notebook on IBM Watson Studio and demonstrate your proficiency preparing a notebook, writing Markdown, and sharing your work with your peers."
COURSE030,"Python for Data Science, AI & Development","SKILL035,SKILL007,SKILL008,SKILL041,SKILL043",17 hours,https://www.coursera.org/learn/python-for-applied-data-science-ai?specialization=data-science-fundamentals-python-sql,"Kickstart your learning of Python for data science, as well as programming in general, with this beginner-friendly introduction to Python. Python is one of the world’s most popular programming languages, and there has never been greater demand for professionals with the ability to apply Python fundamentals to drive business solutions across industries. "
COURSE031,Python Project for Data Science,"SKILL035,SKILL007,SKILL051,SKILL008,SKILL041",6 hours,https://www.coursera.org/learn/python-project-for-data-science?specialization=data-science-fundamentals-python-sql,This mini-course is intended to for you to demonstrate foundational Python skills for working with data. The completion of this course involves working on a hands-on project where you will develop a simple dashboard using Python.
COURSE032,Statistics for Data Science with Python,"SKILL052,SKILL019,SKILL045,SKILL004,SKILL053",12 hours,https://www.coursera.org/learn/statistics-for-data-science-python?specialization=data-science-fundamentals-python-sql,"This Statistics for Data Science course is designed to introduce you to the basic principles of statistical methods and procedures used for data analysis. After completing this course you will have practical knowledge of crucial topics in statistics including  - data gathering, summarizing data using descriptive statistics, displaying and visualizing data, examining relationships between variables, probability distributions, expected values, hypothesis testing, introduction to ANOVA (analysis of variance), regression and correlation analysis. You will take a hands-on approach to statistical analysis using Python and Jupyter Notebooks – the tools of choice for Data Scientists and Data Analysts. "
COURSE033,Fundamentals of Scalable Data Science,"SKILL056,SKILL035,SKILL054,SKILL055",20 hours,https://www.coursera.org/learn/ds?specialization=advanced-data-science-ibm,Apache Spark is the de-facto standard for large scale data processing. This is the first course of a series of courses towards the IBM Advanced Data Science Specialization. We strongly believe that is is crucial for success to start learning a scalable data science platform since memory and CPU constraints are to most limiting factors when it comes to building advanced machine learning models.
COURSE034,Advanced Machine Learning and Signal Processing,"SKILL046,SKILL121",27 hours,https://www.coursera.org/learn/advanced-machine-learning-signal-processing?specialization=advanced-data-science-ibm,>>> By enrolling in this course you agree to the End User License Agreement as set out in the FAQ.  Once enrolled you can access the license in the Resources area <<<
COURSE035,Applied AI with DeepLearning,"SKILL013,SKILL032,SKILL057,SKILL055",24 hours,https://www.coursera.org/learn/ai?specialization=advanced-data-science-ibm,>>> By enrolling in this course you agree to the End User License Agreement as set out in the FAQ.  Once enrolled you can access the license in the Resources area <<<
COURSE036,Advanced Data Science Capstone,"SKILL109,SKILL069",9 hours,https://www.coursera.org/learn/advanced-data-science-capstone?specialization=advanced-data-science-ibm,"This project completer has proven a deep understanding on massive parallel data processing, data exploration and visualization, advanced machine learning and deep learning and how to apply his knowledge in a real-world practical use case where he justifies architectural decisions, proves understanding the characteristics of different algorithms, frameworks and technologies and how they impact model performance and scalability. "
COURSE037,Analyze Datasets and Train ML Models using AutoML,"SKILL063,SKILL064,SKILL065,SKILL066,SKILL062",14 hours,https://www.coursera.org/learn/automl-datasets-ml-models?specialization=practical-data-science,"In the first course of the Practical Data Science Specialization, you will learn foundational concepts for exploratory data analysis (EDA), automated machine learning (AutoML), and text classification algorithms. With Amazon SageMaker Clarify and Amazon SageMaker Data Wrangler, you will analyze a dataset for statistical bias, transform the dataset into machine-readable features, and select the most important features to train a multi-class text classifier. You will then perform automated machine learning (AutoML) to automatically train, tune, and deploy the best text-classification algorithm for the given dataset using Amazon SageMaker Autopilot. Next, you will work with Amazon SageMaker BlazingText, a highly optimized and scalable implementation of the popular FastText algorithm, to train a text classifier with very little code."
COURSE038," Build, Train, and Deploy ML Pipelines using BERT","SKILL067,SKILL068,SKILL069",11 hours,https://www.coursera.org/learn/ml-pipelines-bert?specialization=practical-data-science,"In the second course of the Practical Data Science Specialization, you will learn to automate a natural language processing task by building an end-to-end machine learning pipeline using Hugging Face’s highly-optimized implementation of the state-of-the-art BERT algorithm with Amazon SageMaker Pipelines. Your pipeline will first transform the dataset into BERT-readable features and store the features in the Amazon SageMaker Feature Store. It will then fine-tune a text classification model to the dataset using a Hugging Face pre-trained model, which has learned to understand the human language from millions of Wikipedia documents. Finally, your pipeline will evaluate the model’s accuracy and only deploy the model if the accuracy exceeds a given threshold."
COURSE039,Optimize ML Models and Deploy Human-in-the-Loop Pipelines,"SKILL060,SKILL061",10 hours,https://www.coursera.org/learn/ml-models-human-in-the-loop-pipelines?specialization=practical-data-science,"In the third course of the Practical Data Science Specialization, you will learn a series of performance-improvement and cost-reduction techniques to automatically tune model accuracy, compare prediction performance, and generate new training data with human intelligence.  After tuning your text classifier using Amazon SageMaker Hyper-parameter Tuning (HPT), you will deploy two model candidates into an A/B test to compare their real-time prediction performance and automatically scale the winning model using Amazon SageMaker Hosting. Lastly, you will set up a human-in-the-loop pipeline to fix misclassified predictions and generate new training data using Amazon Augmented AI and Amazon SageMaker Ground Truth."
COURSE040,Modern Regression Analysis in R,"SKILL070,SKILL005,SKILL071,SKILL072",45 hours,https://www.coursera.org/learn/modern-regression-analysis-in-r?specialization=statistical-modeling-for-data-science-applications,"This course will provide a set of foundational statistical modeling tools for data science. In particular, students will be introduced to methods, theory, and applications of linear statistical models, covering the topics of parameter estimation, residual diagnostics, goodness of fit, and various strategies for variable selection and model comparison. Attention will also be given to the misuse of statistical models and ethical implications of such misuse."
COURSE041,ANOVA and Experimental Design,"SKILL073,SKILL074,SKILL075",39 hours,https://www.coursera.org/learn/anova-and-experimental-design?specialization=statistical-modeling-for-data-science-applications,"This second course in statistical modeling will introduce students to the study of the analysis of variance (ANOVA), analysis of covariance (ANCOVA), and experimental design. ANOVA and ANCOVA, presented as a type of linear regression model, will provide the mathematical basis for designing experiments for data science applications. Emphasis will be placed on important design-related concepts, such as randomization, blocking, factorial design, and causality. Some attention will also be given to ethical issues raised in experimentation."
COURSE042,Generalized Linear Models and Nonparametric Regression,"SKILL073,SKILL074,SKILL075",42 hours,https://www.coursera.org/learn/generalized-linear-models-and-nonparametric-regression?specialization=statistical-modeling-for-data-science-applications,"In the final course of the statistical modeling for data science program, learners will study a broad set of more advanced statistical modeling tools. Such tools will include generalized linear models (GLMs), which will provide an introduction to classification (through logistic regression); nonparametric modeling, including kernel estimators, smoothing splines; and semi-parametric generalized additive models (GAMs). Emphasis will be placed on a firm conceptual understanding of these tools. Attention will also be given to ethical issues raised by using complicated statistical models."
COURSE043,End-to-End Machine Learning with TensorFlow on GCP,"SKILL013,SKILL030,SKILL121",13 hours,https://www.coursera.org/learn/end-to-end-ml-tensorflow-gcp?specialization=advanced-machine-learning-tensorflow-gcp,"In the first course of this specialization, we will recap what was covered in the  Machine Learning with TensorFlow on Google Cloud Platform Specialization (https://www.coursera.org/specializations/machine-learning-tensorflow-gcp)."
COURSE044,Production Machine Learning Systems,"SKILL030,SKILL121",8 hours,https://www.coursera.org/learn/gcp-production-ml-systems?specialization=advanced-machine-learning-tensorflow-gcp,"In the second course of this specialization, we will dive into the components and best practices of a high-performing ML system in production environments. "
COURSE045,Image Understanding with TensorFlow on GCP,"SKILL030,SKILL029,SKILL076,SKILL077",12 hours,https://www.coursera.org/learn/image-understanding-tensorflow-gcp?specialization=advanced-machine-learning-tensorflow-gcp,"This is the third course of the Advanced Machine Learning on GCP specialization. In this course,"
COURSE046,Sequence Models for Time Series and Natural Language Processing,"SKILL048,SKILL030,SKILL123",15 hours,https://www.coursera.org/learn/sequence-models-tensorflow-gcp?specialization=advanced-machine-learning-tensorflow-gcp,"This course is an introduction to sequence models and their applications, including an overview of sequence model architectures and how to handle inputs of variable length."
COURSE047,The Data Scientist’s Toolbox,"SKILL035,SKILL018,SKILL005,SKILL036",18 hours,https://www.coursera.org/learn/data-scientists-tools?specialization=data-science-foundations-r,"In this course you will get an introduction to the main tools and ideas in the data scientist's toolbox. The course gives an overview of the data, questions, and tools that data analysts and data scientists work with. There are two components to this course. The first is a conceptual introduction to the ideas behind turning data into actionable knowledge. The second is a practical introduction to the tools that will be used in the program like version control, markdown, git, GitHub, R, and RStudio."
COURSE048,R Programming,"SKILL008,SKILL037,SKILL005,SKILL036",57 hours,https://www.coursera.org/learn/r-programming?specialization=data-science-foundations-r,"In this course you will learn how to program in R and how to use R for effective data analysis. You will learn how to install and configure software necessary for a statistical programming environment and describe generic programming language concepts as they are implemented in a high-level statistical language. The course covers practical issues in statistical computing which includes programming in R, reading data into R, accessing R packages, writing R functions, debugging, profiling R code, and organizing and commenting R code. Topics in statistical data analysis will provide working examples."
COURSE049,Getting and Cleaning Data,"SKILL020,SKILL038,SKILL005,SKILL039",20 hours,https://www.coursera.org/learn/data-cleaning?specialization=data-science-foundations-r,"Before you can work with data you have to get some. This course will cover the basic ways that data can be obtained. The course will cover obtaining data from the web, from APIs, from databases and from colleagues in various formats. It will also cover the basics of data cleaning and how to make data “tidy”. Tidy data dramatically speed downstream data analysis tasks. The course will also cover the components of a complete data set including raw data, processing instructions, codebooks, and processed data. The course will cover the basics needed for collecting, cleaning, and sharing data."
COURSE050,Exploratory Data Analysis,"SKILL023,SKILL005,SKILL066",55 hours,https://www.coursera.org/learn/exploratory-data-analysis?specialization=data-science-foundations-r,This course covers the essential exploratory techniques for summarizing data. These techniques are typically applied before formal modeling commences and can help inform the development of more complex statistical models. Exploratory techniques are also important for eliminating or sharpening potential hypotheses about the world that can be addressed by the data. We will cover in detail the plotting systems in R as well as some of the basic principles of constructing data graphics. We will also cover some of the common multivariate statistical techniques used to visualize high-dimensional data.
COURSE051,Understanding and Visualizing Data with Python,"SKILL056,SKILL008,SKILL007,SKILL045",20 hours,https://www.coursera.org/learn/understanding-visualization-data?specialization=statistics-with-python,"In this course, learners will be introduced to the field of statistics, including where data come from, study design, data management, and exploring and visualizing data. Learners will identify different types of data, and learn how to visualize, analyze, and interpret summaries for both univariate and multivariate data. Learners will also be introduced to the differences between probability and non-probability sampling from larger populations, the idea of how sample estimates vary, and how inferences can be made about larger populations based on probability sampling."
COURSE052,Inferential Statistical Analysis with Python,"SKILL079,SKILL007,SKILL003,SKILL004",19 hours,https://www.coursera.org/learn/inferential-statistical-analysis-python?specialization=statistics-with-python,"In this course, we will explore basic principles behind using data for estimation and for assessing theories. We will analyze both categorical data and quantitative data, starting with one population techniques and expanding to handle comparisons of two populations. We will learn how to construct confidence intervals. We will also use sample data to assess whether or not a theory about the value of a parameter is consistent with the data. A major focus will be on interpreting inferential results appropriately.  "
COURSE053,Fitting Statistical Models to Data with Python,"SKILL080,SKILL007,SKILL071,SKILL081",15 hours,https://www.coursera.org/learn/fitting-statistical-models-data-python?specialization=statistics-with-python,"In this course, we will expand our exploration of statistical inference techniques by focusing on the science and art of fitting statistical models to data. We will build on the concepts presented in the Statistical Inference course (Course 2) to emphasize the importance of connecting research questions to our data analysis methods. We will also focus on various modeling objectives, including making inference about relationships between variables and generating predictions for future observations."
COURSE054,Mathematical Biostatistics Boot Camp 1,"SKILL056,SKILL079,SKILL004,SKILL083",13 hours,https://www.coursera.org/learn/biostatistics?specialization=advanced-statistics-data-science,"This class presents the fundamental probability and statistical concepts used in elementary data analysis. It will be taught at an introductory level for students with junior or senior college-level mathematical training including a working knowledge of calculus. A small amount of linear algebra and programming are useful for the class, but not required."
COURSE055,Mathematical Biostatistics Boot Camp 2,"SKILL056,SKILL004,SKILL083",12 hours,https://www.coursera.org/learn/biostatistics-2?specialization=advanced-statistics-data-science,"Learn fundamental concepts in data analysis and statistical inference, focusing on one and two independent samples."
COURSE056,Advanced Linear Models for Data Science 1: Least Squares,"SKILL056,SKILL082,SKILL005,SKILL075",8 hours,https://www.coursera.org/learn/linear-models?specialization=advanced-statistics-data-science,Welcome to the Advanced Linear Models for Data Science Class 1: Least Squares. This class is an introduction to least squares from a linear algebraic and mathematical perspective. Before beginning the class make sure that you have the following:
COURSE057,Advanced Linear Models for Data Science 2: Statistical Linear Models,"SKILL052,SKILL070",6 hours,https://www.coursera.org/learn/linear-models-2?specialization=advanced-statistics-data-science,Welcome to the Advanced Linear Models for Data Science Class 2: Statistical Linear Models. This class is an introduction to least squares from a linear algebraic and mathematical perspective. Before beginning the class make sure that you have the following:
COURSE058,Neural Networks and Deep Learning,"SKILL032,SKILL084,SKILL087,SKILL007,SKILL088",23 hours,https://www.coursera.org/learn/neural-networks-deep-learning?specialization=deep-learning,"In the first course of the Deep Learning Specialization, you will study the foundational concept of neural networks and deep learning. "
COURSE059,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization","SKILL030,SKILL032,SKILL089,SKILL090",22 hours,https://www.coursera.org/learn/deep-neural-network?specialization=deep-learning,"In the second course of the Deep Learning Specialization, you will open the deep learning black box to understand the processes that drive performance and generate good results systematically. "
COURSE060,Structuring Machine Learning Projects,"SKILL032,SKILL091,SKILL013",6 hours,https://www.coursera.org/learn/machine-learning-projects?specialization=deep-learning,"In the third course of the Deep Learning Specialization, you will learn how to build a successful machine learning project and get to practice decision-making as a machine learning project leader. "
COURSE061,Convolutional Neural Networks,"SKILL032,SKILL029,SKILL030",35 hours,https://www.coursera.org/learn/convolutional-neural-networks?specialization=deep-learning,"In the fourth course of the Deep Learning Specialization, you will understand how computer vision has evolved and become familiar with its exciting applications such as autonomous driving, face recognition, reading radiology images, and more."
